AnguloError,Distancia,Comando
-28.25163705754275,180.4874678471123,3
-28.430262599471718,181.56299348213022,3
-27.65333740186344,179.79192254796416,3
-27.889995397356415,178.44252799946253,3
-28.7091722831196,179.96425966720395,3
-27.983182070834317,181.9540337605468,3
-28.131653312098337,181.0715563407334,3
-27.69531848958239,181.5248944688937,3
-27.983182070834317,181.9540337605468,3
-28.12247252067327,181.1092656290932,3
-27.406049981069472,181.10052953728305,3
-27.69531848958239,181.5248944688937,3
-28.062594096920478,181.5248944688937,3
-28.71770310508913,181.9540337605468,3
-28.067363776785683,181.5248944688937,3
-28.101264925231234,181.46305793601547,3
-27.786013123237993,179.0730040384536,3
-27.80565148521096,180.88227715503885,3
-28.383699182898823,179.77445323224143,3
-27.475895309434378,180.71971043655267,3
-27.54319277616726,180.25169290598245,3
-28.296451866727807,180.2133505829116,3
-27.406049981069472,181.10052953728305,3
-27.406049981069472,181.10052953728305,3
-27.351578888809883,181.3297164283532,3
-27.41512930039019,181.06228975196154,3
-26.645792307103648,184.89027926330675,3
-26.709092105781195,184.62218691022986,3
-26.16800590779043,185.61071505774146,3
-26.582199073269237,185.15905312980337,3
-27.569694190032635,183.55989578521667,3
-26.582199073269237,185.15905312980337,3
-27.0087436352364,184.6741733039422,3
-26.251527969240783,184.9401775397703,3
-27.02928914572196,184.58887045522272,3
-26.135572171451997,185.7499849057882,3
-26.27210582185006,184.85275548353732,3
-26.261841867801436,184.89636786106067,3
-26.359041896979363,186.4172844639006,3
-26.549375756963258,185.29755986903592,3
-26.912002430925767,185.29755986903592,3
-26.125389864234606,185.79367605574257,3
-26.35059636287498,186.69202788656978,3
-26.06232203304222,186.06395860666703,3
-26.475504027957385,185.8375648615898,3
-25.888460966525443,184.8613911618122,3
-27.319692936137017,184.89805572280275,3
-26.70903830226038,186.4612781926318,3
-26.815822867168464,183.77455908324103,3
-26.243771649919623,187.14423125172027,3
-25.743116021488078,185.74053896604272,3
-26.94936116108215,187.04269588349047,3
-26.37807875685253,186.2450760033623,3
-25.974601451839547,186.3518057456436,3
-26.730020251000226,188.20946536548715,3
-25.963800895059578,186.39812663295385,3
-26.443672965462525,185.6621626512569,3
-25.677406575365566,186.0148386728854,3
-26.165838919553067,185.22469825537476,3
-26.79275245693087,185.78993266849838,3
-26.50537088210001,185.39169164538438,3
-27.361378063576026,186.60092087053528,3
-26.50537088210001,185.39169164538438,3
-25.845726741327795,185.04364176541463,3
-26.41225856104718,186.10851425967638,3
-26.411133218089546,185.87927773661985,3
-26.12373114431726,185.48177463021247,3
-26.12373114431726,185.48177463021247,3
-26.018890365810037,186.17135875636984,3
-26.155080584540414,185.2704742062584,3
-26.503118778036352,185.39169164538438,3
-25.017862673563044,185.74053896604272,3
-25.46377480155772,185.31411389745548,3
-24.888563908946452,186.6445124400317,3
-26.507651492675294,185.39169164538438,3
-25.53651443812349,187.0273131262056,3
-26.031844278137683,186.1255016098041,3
-26.317035457370977,186.51537025720967,3
-26.29578781196774,186.68592350861465,3
-25.885677690596054,187.14423125172027,3
-26.055963143384346,186.19264586997804,3
-25.12906203112574,187.50327880964423,3
-24.888563908946452,186.6445124400317,3
-24.938151625541607,188.6841259895573,3
-25.301126611660635,186.4160554794238,3
-24.76050572817583,187.54946076317643,3
-25.405085568982614,187.9301182911199,3
-25.17040506016204,187.3206171592993,3
-25.301126611660635,186.4160554794238,3
-25.638615847438643,186.33491525853373,3
-25.165579085242896,187.07325043889645,3
-25.51940453014393,187.1891293805083,3
-25.415540677292725,187.88430898949284,3
-25.462533848915456,187.41500651323125,3
-26.212191026032798,187.13107635299497,3
-25.11859968749941,187.54946076317643,3
-26.864533498781825,187.49245113750257,3
-26.57028498535638,187.13107635299497,3
-25.805781594078454,187.22518261804575,3
-25.842312709982536,187.25401286230868,3
-26.152937889263868,189.54730031355206,3
-25.870290574558013,189.15464355108492,3
-26.190022614429353,187.13384005817835,3
-26.137163403291055,187.35710761808895,3
-25.95065788226924,188.47857309864628,3
-26.245183480462487,188.8261580005265,3
-25.379667756912426,187.7060095314174,3
-25.482538745696445,189.21609550359196,3
-24.68136722489811,189.82080169508953,3
-25.799784788209763,189.39232138576617,3
-24.68136722489811,189.82080169508953,3
-25.060681341647637,191.38619987532755,3
-24.836575218568356,190.02793574190093,3
-23.016949255229832,198.80998730669458,3
-20.828162137274717,205.55076460903769,3
-18.457131502049606,214.74287594043963,3
-15.583641219293952,227.95224454297482,3
-12.694173489028856,250.05051206314386,1
2.701273236651076,288.36507801686827,1
1.792768689421166,289.82560426463544,1
2.0171199304923135,288.81748570353926,1
2.0906156421893627,287.3487521807746,1
2.4760441767281947,288.3849789618546,1
2.0699520601300634,288.3849789618546,1
2.054081886190062,289.0698957942342,1
1.8403417237993693,289.07870673944547,1
2.0953446454343236,288.25937148848953,1
2.295379838807108,288.4894540202957,1
2.2522786258393666,289.07870673944547,1
2.480763742711318,289.0698957942342,1
1.8882668086110215,288.2686990827681,1
2.3780671199039745,288.93494769136964,1
2.762089260299689,287.9214174634104,1
2.114668239791385,288.5338521946182,1
2.0689604452027197,288.2814952278484,1
1.6657662640852209,287.28160116535497,1
2.0135280293565927,287.83737197659354,1
2.2125561510168836,287.8525152554692,1
2.0438600170820536,287.0278732109479,1
2.2711506512715545,287.2352412104432,1
2.458778119296511,287.0278732109479,1
2.062155734248904,287.09117390556844,1
2.4679864805501666,287.09117390556844,1
2.4986513254799974,286.2817078429151,1
2.7877999376105436,287.9351406444921,1
2.75972842784617,287.7426401396428,1
2.76356245085654,286.7428248839529,1
3.472869098953794,286.53977769030644,1
3.032322780514164,287.3420603702393,1
3.674219034313495,286.3131550637845,1
3.088481847747829,287.7942043167687,1
2.41933236233281,288.019868679563,1
2.634324217021586,288.2258519290949,1
2.418152658576119,288.2445854894409,1
2.639363888802407,289.28281223302656,1
2.2244457865879497,289.28281223302656,1
2.0720920676431973,289.51378546950946,1
1.6601647057020728,289.51378546950946,1
1.9068314236420747,290.9663823388103,1
2.463170580900851,290.5136839978695,1
2.2376958200296997,290.3117724940985,1
2.5399056625859515,290.9493126075651,1
3.378171859769921,288.2681487288047,1
2.3181932959506213,291.9662064399655,1
2.27789720481114,290.50118389978206,1
2.700484886587077,290.720783458674,1
3.17700436509719,291.60114657229275,1
2.340188489042319,290.9663823388103,1
2.2484256127828104,290.52962556829374,1
2.467813380474766,289.5492315005569,1
2.6936465685701023,289.76428200045814,1
2.6476982833278555,289.33938020422437,1
2.4398483010797776,289.3583404632212,1
2.857791039487509,289.3583404632212,1
3.5034468894347697,287.7107942254659,1
3.5034468894347697,287.7107942254659,1
2.6671619242403466,288.2829587391066,1
2.3664949909463076,286.8027698860646,1
2.397329114325643,288.88836033675045,1
2.817611949734811,287.8884406565588,1
2.8337411832943786,289.3583404632212,1
3.0196104612712986,289.1497407311722,1
2.8337411832943786,289.3583404632212,1
2.9960496184582155,286.84433279839857,1
2.0067281811445383,289.1347239074403,1
2.399847157113399,287.8884406565588,1
1.535753456317991,286.640818376806,1
1.9394475774502382,289.8615815880624,1
3.0928888936171006,286.2147110902692,1
0.9904886434465254,282.2743027713332,1
1.7687347427801967,281.7488031095167,1
2.2735637922372263,278.9928965803351,1
1.0699453426518204,276.77852346776643,1
2.092203219917863,277.60660145658846,1
1.117689796469847,275.48524485005623,1
0.13175364909399434,272.636782647578,1
0.30391350593372124,273.3393228294193,1
0.5602486549154264,268.0761267217961,1
-0.21065084361609365,263.24232926501446,1
-0.5845961780166249,264.6798810787421,1
-0.944673047026896,261.7914110821354,1
-0.9434616549870753,260.8032936194509,1
-0.9355615566158377,259.87231161228647,1
-1.024099289596876,251.87363649966414,1
-1.2767741124137615,250.71255584047682,1
-2.349563991164601,253.1470359851369,1
-1.8522681411195236,252.43561945182645,1
-0.6596204736502642,252.8948366110154,1
-2.2208668054347243,255.1183931005036,1
-1.4483861730127927,254.6133311203518,1
-1.6514324559096991,255.76295972871557,1
-1.030126740610669,256.8676980135089,1
-1.0832226050277143,256.5412773080246,1
-0.47212163203212754,258.6064135453766,1
-0.21869595229345862,259.7710742431308,1
-0.49222004154607646,258.4598295327729,1
-0.22563416726475793,259.7710742431308,1
-0.21869595229345862,259.7710742431308,1
-0.31635556914621077,259.1057841602638,1
-0.6214563266891275,256.5412773080246,1
-0.5792616606659493,257.83580176350415,1
-0.8721626451686433,257.3862370016439,1
-1.5499224243562395,256.4197510204358,1
-1.6014256686252253,256.0614810679732,1
-1.082107758659717,255.5416356127739,1
-0.8353814838705063,256.68055356034864,1
-1.2665577379868154,256.79005745410984,1
-1.0144044639378222,256.0213403470324,1
-0.8146965730184519,255.86448427989112,1
-0.7707497883262135,256.15704935784345,1
-0.994648661059955,256.1298051340557,1
-0.6240902243817459,256.5307225619422,1
-0.8390084491628755,256.60812664973537,1
-0.5993128532040259,261.22722092597866,1
-0.3730947222026799,261.2031741618327,1
-0.3463529610042002,262.3031446372465,1
-0.17899413201411107,264.48588352621397,1
-0.5635962152532841,264.8851964905704,1
0.5994107376481708,266.24245820172973,1
0.045379604485191294,263.59208352297856,1
0.17474296868934402,264.01155095699045,1
-0.5388485220514809,263.50987582801235,1
-0.28958375312865314,264.6712496755367,1
-1.480928071686435,259.76095185132255,1
-1.529551330578741,258.46841234302497,1
-1.0611223611038412,258.6394087328493,1
-0.7386434710940648,255.76295972871557,1
-1.4239529173330823,255.7282237540691,1
-1.427689184678968,254.72876337500057,1
-1.1880886980871708,251.3017241485961,1
-1.2486445366322272,254.42661426662693,1
-1.588246728303801,250.77836471955558,1
-1.6093697989455222,250.68105689074957,1
-1.4883914191350271,253.36983871218186,1
-1.6670217990186131,249.30309382351336,1
-1.6454672348070716,248.48118055217608,1
-0.9037564058852894,250.8161325073716,1
-0.6904478175686961,249.6588210839606,1
-1.030093620750165,253.36983871218186,1
-0.4033434399378848,254.42805866536733,1
-1.0172328096027314,257.89452845200935,1
-1.0332228447494316,256.8314688271785,1
-0.6343606821532575,261.4265777966272,1
-0.07011286517833071,262.67539378651213,1
0.5368269574648394,275.32165945820464,1
0.5604845357077437,278.8425328876581,1
-0.2765632678572274,276.3464515831765,1
-1.2977178650667582,267.52379550264146,1
-1.1631922827929486,273.346574812361,1
0.16954851616935684,275.6093314724549,1
-0.5263632848201354,275.05450531071057,1
0.6979457691622457,265.07456133731466,1
-0.3997769100701447,266.2039409601756,1
-0.5828789680890765,263.4736024209953,1
-2.2666196435468606,246.83446950583965,1
-2.901270096391926,244.80025201297732,1
-3.146040948381568,242.23746286341367,1
-4.497165786112319,236.90360683561775,1
-3.8873060880658556,235.35658120731907,1
-3.828271275564603,239.30783277059956,1
-3.3988615492587257,237.99992946821894,1
-2.7452968440306336,240.78530562816206,1
-3.2662931419301486,240.60502084592324,1
-2.776010174456246,240.6254076113738,1
-2.827537448953535,240.44760254234345,1
-3.2969752385564277,240.44760254234345,1
-3.1422820892720864,238.9191019606418,1
-3.60796497627274,238.9191019606418,1
-3.1594222785909665,237.9216487567759,1
-3.339794392606578,238.29658245141712,1
-2.8933345195956264,241.60737207869678,1
-3.2988603102672585,243.76546404647402,1
-3.5300185715783527,239.6835838523108,1
-3.353390578482035,242.4467448391496,1
-3.633666252205302,242.35030944573637,1
-2.764912858360063,243.34896100502573,1
-2.7608750399011655,244.2090872253397,1
-2.562346767051224,243.1381494257429,1
-2.3346110080404827,244.06882922745572,1
-3.1754586378684024,245.50727194801544,1
-2.7760778557952506,243.2111802430157,1
-3.504389610353712,243.11756531123342,1
-3.496954823131489,242.2804107237731,1
-2.9896592988118726,244.41420780780848,1
-2.497095394209836,243.44935809957752,1
-2.469633643869855,243.63732320538762,1
-2.4116293113272746,244.9377618169945,1
-3.7432436577246335,243.18891553537236,1
-3.3403823062493956,246.03309637813138,1
-2.58093181737361,245.43233930124603,1
-2.074106571306274,246.61471245247375,1
-2.5600796733663884,246.44970211486643,1
-106.57906602964889,415.1457087542911,3
-108.25549228657823,423.2548774844559,3
8.742685375551531,335.206447931086,1
152.71941837244447,100.97836843283547,4
33.52107650174335,237.8850657228528,4
34.13282765651357,215.87177015051208,4
29.949120504319296,202.48808311873557,4
97.78135208602487,121.87132316610311,4
102.66254868522287,128.63270520893337,4
106.54077237004137,128.17911562168365,4
104.48838356157637,112.54513744023046,4
102.90766709363243,111.18749017926405,4
103.07063636205794,111.01196695756474,4
103.57834670556753,111.18749017926405,4
103.98825778880894,112.35393538663374,4
103.28084374491851,113.33646569744138,4
105.08697440411854,112.54513744023046,4
102.87354349805781,112.17132268225856,4
103.4864652873062,112.17132268225856,4
102.78326004139831,113.15543863293011,4
105.88279532021949,110.78769699822261,4
105.85178689492614,110.02348526938711,4
106.04662487727822,108.07253115836681,4
104.23014656608302,108.62512288484011,4
107.17651076870419,104.17620338293393,4
106.97546888488824,105.38230485134754,4
106.35799807440736,105.90172570148607,4
106.93900727627255,105.38230485134754,4
106.2864248797888,106.12340303217425,4
106.2864248797888,106.12340303217425,4
106.97546888488824,105.38230485134754,4
106.4995399029786,104.17620338293393,4
105.96317512652905,103.95037367275752,4
105.86451416292743,104.17620338293393,4
105.86451416292743,104.17620338293393,4
106.55969524632593,103.4404894416856,4
106.1584031394425,102.97539767722425,4
106.82989600715803,102.23104240608886,4
106.8325577059795,101.50093367101898,4
107.48692510833143,113.87016707153516,4
106.11317361643887,115.57209483335375,4
106.72609540568726,115.57209483335375,4
107.89216002328757,115.80980212722154,4
106.80724572771157,114.60000630124884,4
106.84289959959551,114.60000630124884,4
106.31957728453517,113.62840219030996,4
105.74310015976559,114.36852836191336,4
105.94243894473965,113.16983456367623,4
105.86720491823951,114.14534206481352,4
106.57668365916572,113.16983456367623,4
106.46579576078165,114.14534206481352,4
106.61940981046524,113.16983456367623,4
105.58536591648743,112.74488514348161,4
106.23340614323536,111.97616992320249,4
106.01782546497103,113.93049613916719,4
106.01782546497103,113.93049613916719,4
104.1408437473134,114.70355027575971,4
105.79465830563976,115.12126986363867,4
105.79465830563976,115.12126986363867,4
106.01782546497103,113.93049613916719,4
105.30793038282883,114.90824866144392,4
106.1656617589559,113.72403785453758,4
104.29275690032273,114.5072193413465,4
104.29275690032273,114.5072193413465,4
104.23389841405555,115.48874811517648,4
104.32921850893842,114.5072193413465,4
130.96162349089354,175.24965583503456,4
-3.77835024609177,249.68980756130196,1
-5.324699938724958,245.8373446000424,1
-4.503105358307144,252.4480144505003,1
-2.6242200277820564,256.12692166189794,1
-3.275211130889276,256.9435735720977,1
-3.4973068592280754,257.0311265197272,1
-3.7244007503994334,256.12692166189794,1
-3.485571112934495,256.03515383634334,1
